tweetid	tweetid-href	tweetername	tweeterhandle	tweetbody	numberoflikes	numberofretweets	timeoftweet	
20. mar.	https://twitter.com/trendinaliaDK/status/843819431700525056	Trendinalia Denmark	@trendinaliaDK	⒈ #sldk ⒉ #ultratwitteragf ⒊ #dkfinans ⒋ #Brøndby ⒌ #dkenergi 2017/3/20 14:33 CET #trndnl http://www.trendinalia.com/twitter-trending-topics/denmark/denmark-today.html …	0	0	1490017204	
20. mar.	https://twitter.com/Chris2pherTweet/status/843816656702849024	Christopher Jones	@Chris2pherTweet	Glens deroute: 9. plads dec 15 10. plads maj 16 11. plads dec 16 12. plads mar 17 Nedrykning maj 17 #sldk #ultratwitteragf	1	1	1490016542	
20. mar.	https://twitter.com/lysgaard/status/843779290420383744	Mikkel Lysgaard	@lysgaard	Jeg var ikke vild med trænerskiftet dengang. Er stadig ikke helt pjattet. Under den tidligere var der da en tydelig linje. #ultratwitteragf https://twitter.com/lysgaard/status/673129550130343936 …	1	0	1490007634	
20. mar.	https://twitter.com/tokewith/status/843737735366131712	Toke With	@tokewith	Rygterne siger, at der i morgen kl 13:00 er prøvetræning på Fredensvang for alle, der mener de kan spille i forsvaret #sldk #ultratwitteragf	20	1	1489997726	
20. mar.	https://twitter.com/GeoHashTrend/status/843734971928010752	Geo # Trend	@GeoHashTrend	Top Trends Denmark-Mar20 08:58 CET Silkeborg #ultratwitteragf #agfob #fcmfcn Saitama Super Arena Haderslev http://www.geohashtrend.com?cc=DKgeohashtrend.com/?cc=DK 	0	0	1489997067	
20. mar.	https://twitter.com/henriknakskov/status/843730254841741316	Henrik Madsen	@henriknakskov	Det er en god stime #obdk er inde i og kontrasten til interviewet med Glen fra #ultratwitteragf er slående. https://twitter.com/tipsbladet/status/843724509945446400 …	0	0	1489995943	
20. mar.	https://twitter.com/ViborgFod/status/843718020216344576	Viborg Sportsfod	@ViborgFod	På en dag som i dag skal Glen & #ultratwitteragf huske at glæde sig over, at der ikke er noget så hyggeligt som en god oprykningsfest #sldk	16	1	1489993026	
20. mar.	https://twitter.com/MortenKock/status/843717976683679745	Morten Kock	@MortenKock	Ok, på med JaHatten sparede turen forbi #Odense fra #Aarhus til #Vejle imorges PS - merchandise med flag på halv? #ultratwitteragf #agfobpic.twitter.com/svto4Flli7	1	0	1489993015	
20. mar.	https://twitter.com/strillingsgaard/status/843717972862685184	Søren T	@strillingsgaard	nu vågnede @AGFFodbold også op, dog ikke Budtz http://www.bold.dk/fodbold/nyheder/agf-tester-transferfri-forsvarsspiller/ … #ultratwitteragf	1	0	1489993014	
20. mar.	https://twitter.com/MortenKock/status/843716967257309184	Morten Kock	@MortenKock	#TFL (Tak for Lort) #ultratwitteragf - ødelægger ellers god weekend - #StPatricksDay - 12 timer cikling for @Bornecancerfond Men så #agfob pic.twitter.com/LsqgMT3Viu	3	0	1489992775	
20. mar.	https://twitter.com/laianders/status/843716493158367232	Anders Lai	@laianders	JN tager bladet fra munden - på en sober men kontant måde #ultratwitteragf https://twitter.com/jesperengmann/status/843705553612365824 …	0	0	1489992662	
20. mar.	https://twitter.com/ToendergadeAGF/status/843712101139079168	Tøndergade	@ToendergadeAGF	#ultratwitteragf tester Thomas Nielsen.	0	0	1489991614	
20. mar.	https://twitter.com/pbp_ahc/status/843710360007917569	Allan Corneliussen	@pbp_ahc	Mit holds situation påvirker min mandag morgen. Forhelved gutter i kan ikke være det bekendt! #ultratwitteragf #agffodbold	2	1	1489991199	
20. mar.	https://twitter.com/OleSalling/status/843696644801597440	Master Salling	@OleSalling	"Nu er der en del der ""råber"" at Glen skal fyres, men hvad vil I sætte ind i stedet? #ultratwitteragf"	3	0	1489987929	
20. mar.	https://twitter.com/jpaarhus/status/843692599084904449	JP Aarhus	@jpaarhus	AGF-direktør: Nedrykningsspillet gør mig urolig http://dlvr.it/NgSLzn  #ultratwitterAGF pic.twitter.com/q36gNmBYWT	1	0	1489986965	
19. mar.	https://twitter.com/dennisbjerre/status/843587043267678209	Dennis Bjerre	@dennisbjerre	Er Flemming Povlsen ikke stadig omkring AGFs ungdomsspillere? Akavet stemning på Fredensvang coming up... #ultratwitteragf	4	0	1489961798	
19. mar.	https://twitter.com/trendinaliaDK/status/843582890566860800	Trendinalia Denmark	@trendinaliaDK	⒈ #sldk ⒉ #ultratwitteragf ⒊ Silkeborg ⒋ #Brøndby ⒌ #mufc 2017/3/19 22:52 CET #trndnl http://www.trendinalia.com/twitter-trending-topics/denmark/denmark-today.html …	0	0	1489960808	
19. mar.	https://twitter.com/larsjakobsencom/status/843577721628364800	Lars Jakobsen	@larsjakobsencom	Har mere tro på og respekt for Glen's end alt det #GlenUd og gaverne vil falde ned fra himlen. Behold Glen @LFournais #ultratwitteragf	6	0	1489959576	
19. mar.	https://twitter.com/laianders/status/843573100654575617	Anders Lai	@laianders	Så længe vejret - trods alt - er værre end spillet tror jeg på det. I dag var den 60/40 i vejrets favør #ultratwitteragf #sldk #agfob #ksdh	1	0	1489958474	
19. mar.	https://twitter.com/hakuspeeck/status/843563488912031749	Johnny Rasmussen	@hakuspeeck	Behold nu Glen! Han skal da ha' mulighed for at vende skuden eller tage turen med ned. 10 kampe endnu! #ultratwitteragf	7	0	1489956183	
19. mar.	https://twitter.com/pferdinandsen/status/843560819514359808	Per Ferdinandsen	@pferdinandsen	Jeg har gået her og troet at #ultratwitteragf hørte til på 10.pladsen, og så er det i virkeligheden 3.-sidstepladsen #sldk #nulsyv	3	0	1489955546	
19. mar.	https://twitter.com/mettecornelius/status/843560141677051905	Mette Cornelius	@mettecornelius	Glen Riddersholm og Flemming Povlsen i åben ordkrig efter dagens nederlag til OB: https://www.facebook.com/CANAL9/posts/1575015479180094 … #sldk #ultratwitteragf	70	15	1489955385	
19. mar.	https://twitter.com/NikulinDaniel/status/843556686451367938	Daniel Nikulin	@NikulinDaniel	Mig og min store kæft. Ufatteligt at man stadigt ikke har lært noget om væddemål og AGF Hvor skaffer jeg nu en brunsviger? #ultratwitterAGF https://twitter.com/nikulindaniel/status/843491595215364096 …	0	0	1489954561	
19. mar.	https://twitter.com/LHallund/status/843554274919546880	laust hallund	@LHallund	.@ViborgFod hvis skuffelser, håb, fortvivlelse og afmagt var gangbar valuta, var CL-trofæet #ultratwitteragf ejendom nu.	0	0	1489953986	
19. mar.	https://twitter.com/jpaarhus/status/843552045525164032	JP Aarhus	@jpaarhus	OB spillede AGF ned i dyndet http://dlvr.it/NgKQtL  #ultratwitterAGF pic.twitter.com/XQCu7MV3af	0	0	1489953454	
19. mar.	https://twitter.com/sor_frederiksen/status/843551650686091264	Søren Frederiksen	@sor_frederiksen	Glen Riddersholm har hentet 41 point i 41 kampe med AGF i Superligaen Gad vide hvor lang snoren er i Århus #sldk #ultratwitteragf	4	0	1489953360	
19. mar.	https://twitter.com/ToendergadeAGF/status/843549366589833216	Tøndergade	@ToendergadeAGF	Kære @LFournais Jeg forventer en fyring af Glen nu! Tag nu ansvar for alle de fans, der har lidt i 20 år! #ultratwitteragf	1	0	1489952816	
19. mar.	https://twitter.com/StureSandoe/status/843548435563384833	Sture Sandø	@StureSandoe	Det er kun i Aarhus, at målmanden bliver kåret til MotM, når man taber #ultratwitteragf #sldk	28	1	1489952594	
19. mar.	https://twitter.com/ToendergadeAGF/status/843547093402898438	Tøndergade	@ToendergadeAGF	Graulund har ret! #ultratwitteragf	1	0	1489952274	
19. mar.	https://twitter.com/ToendergadeAGF/status/843546767962595329	Tøndergade	@ToendergadeAGF	det virker bare ikke at hente succes trænere fra midtjylland, Sverige eller Fredericia. Lad os opfinde èn selv #ultratwitteragf	1	0	1489952196	
19. mar.	https://twitter.com/FreddyKirszner/status/843546237378969600	Freddy Kirszner	@FreddyKirszner	http://stiften.dk/artikel/443290?rss&utm_source=dlvr.it&utm_medium=twitter … rigtigt Glen- håndværket er ikke på plads- efter over et år #ultratwitteragf	1	0	1489952069	
19. mar.	https://twitter.com/KarstenHj/status/843542467538567168	Karsten Hjortshøj	@KarstenHj	Ville ønske jeg kunne sige rolig nu, men tror @AGFFodbold ikke elsker os fans mere! Mon de er bedre uden os? #Ultratwitteragf	0	0	1489951171	
19. mar.	https://twitter.com/mufcdk/status/843542163979993089	Martin Hansen	@mufcdk	Er jeg den eneste som får en virus advarsel når jeg prøver at komme ind på @AGFFodbold hjemmeside? #ultratwitteragf #NoJoke	0	0	1489951098	
19. mar.	https://twitter.com/MortenKock/status/843542018731184128	Morten Kock	@MortenKock	Kærlighed skal som udgangspunkt være gensidig,ikk'? - men tvivlen begynder snart at nage... #SvigterAldrigJer #ultratwitteragf #agfob	3	0	1489951064	
19. mar.	https://twitter.com/ralle8K/status/843541905120083968	Rasmus Vind	@ralle8K	Hej @DBUfodbold Er det for sent lave reglerne om så nedrykningsspillet varer 12 år? For så skal Glen nok få styr på det... #ultratwitteragf	0	0	1489951037	
19. mar.	https://twitter.com/andersc1966/status/843537269940281344	Anders Christiansen	@andersc1966	Jeg kan ikke gennemskue Riddersholms plan? Nogen der kan oplyse mig? @larsfriis7 #agf #sldk #ultratwitteragf #ksdh #trætafdårligfodbold	1	0	1489949931	
19. mar.	https://twitter.com/briannormark/status/843537107197071361	Brian Nørmark	@briannormark	Hvis AGF panikker og fyre endnu en træner så tror jeg mindre på det end jeg gør nu! #ultratwitteragf	18	2	1489949893	
19. mar.	https://twitter.com/Katmathiesen/status/843536233678716929	Katrine Linnet	@Katmathiesen	"Jeg er all ""...de bredeste skuldre...blablabla!"" - men come nu lige forhelvede on! #fml #ultratwitteragf #hejførstediv #igen #stolt"	1	0	1489949684	
19. mar.	https://twitter.com/SuneVistrup/status/843535347418128384	Sune Kappel Vistrup	@SuneVistrup	Det er heldigt Formel 1 sæsonen starter på fredag Pis og lort! #agf #ultratwitteragf #ksdhpic.twitter.com/EchrMLqzbA	0	0	1489949473	
19. mar.	https://twitter.com/Hrmunk/status/843530082773864448	Anders Munk Povlsen	@Hrmunk	5 point fra redning mod hold, vi så vidt jeg husker kun har fået 4 point imod i seks kampe en god pulje? :( #ultratwitteragf	0	0	1489948218	
19. mar.	https://twitter.com/Riisen/status/843529894164414464	Thomas Riis Hansen	@Riisen	Bladguld Glen og AGF fik næsten en fjerdedel af grundspillets point i de to første runder. Det siger jo alt. #ultratwitteragf	5	4	1489948173	
19. mar.	https://twitter.com/trendinaliaDK/status/843527531168841728	Trendinalia Denmark	@trendinaliaDK	⒈ #sldk ⒉ #ultratwitteragf ⒊ #biflbk ⒋ Viborg ⒌ #presselogen 2017/3/19 19:12 CET #trndnl http://www.trendinalia.com/twitter-trending-topics/denmark/denmark-today.html …	0	0	1489947610	
19. mar.	https://twitter.com/henriknakskov/status/843527403943137280	Henrik Madsen	@henriknakskov	Hmmm. Sådan kan man selvfølgelig også håndtere et interview efter en jammerlig indsats i forlængelse af et elendigt forår #ultratwitteragf	0	0	1489947579	
19. mar.	https://twitter.com/larsjakobsencom/status/843525422398803968	Lars Jakobsen	@larsjakobsencom	Vi har da fået flere point end Randers i foråret #ultratwitteragf	4	0	1489947107	
19. mar.	https://twitter.com/Allanskoreskole/status/843525391763607552	Allan L. Petersen	@Allanskoreskole	#ultratwitteragf Glen er afklaret pic.twitter.com/mxSiKdoqRv	0	0	1489947099	
19. mar.	https://twitter.com/ViborgFod/status/843524727419420673	Viborg Sportsfod	@ViborgFod	Hej igen, #ultratwitteragf #sldk	8	2	1489946941	
19. mar.	https://twitter.com/dennisbjerre/status/843524581407277057	Dennis Bjerre	@dennisbjerre	AGF er havnet i et slutspil, hvor man har ene af tidligere trænere som cheftrænere. Men okay, det var vel svært at undgå #ultratwitteragf	24	3	1489946906	
19. mar.	https://twitter.com/MN0rgaard/status/843524401777795072	Morten Nørgaard	@MN0rgaard	Mens vi venter på Glens analyse om manglende mental styrke kan vi glæde os over at Europa stadig er muligt #ultratwitterAGF	4	0	1489946863	
19. mar.	https://twitter.com/StevenVistoftNi/status/843523214349406208	Steven Vistoft	@StevenVistoftNi	Afgjort AGF i gruppe med AaB. Silkeborg og Viborg. Vi kommer til at ligge nr 3 med 5 point om til nr 2 Silkeborg #ultratwitteragf	0	0	1489946580	
19. mar.	https://twitter.com/NaestAar/status/843523159978639361	Kim Næst' Aar Jensen	@NaestAar	Glen: Det' søndag, pressemøde og mange elsker at forarges. Fantastisk som folk kan selvantænde. Elsker detGod søndag #ultratwitteragf	2	0	1489946567	
19. mar.	https://twitter.com/mufcdk/status/843522736622395394	Martin Hansen	@mufcdk	Jeg vakler mere end nogensinde #SurOgTræt #ultratwitteragf #sldkhttps://twitter.com/krissangknud/status/838070613189210112 …	4	0	1489946466	
19. mar.	https://twitter.com/tokewith/status/843522458451918849	Toke With	@tokewith	Hvis vi lige trækker vejret, så er det vel en fin gruppe at ende i? #sldk #ultratwitteragf	1	0	1489946400	
19. mar.	https://twitter.com/sannejuuul/status/843522409701498880	Sanne Juul	@sannejuuul	Det er hårde tider. Tre AGF-fans på matriklen#ultratwitteragf	1	0	1489946389	
19. mar.	https://twitter.com/andershooge/status/843522303849873409	Anders Hooge	@andershooge	Hvis AGF skal gøre sig noget håb om at overleve, skal Riddersholm ud i dag. Kan ikke se at han redder os #ultratwitteragf #agfob #sldk	0	0	1489946363	
19. mar.	https://twitter.com/Allanskoreskole/status/843521932440027138	Allan L. Petersen	@Allanskoreskole	#ultratwitteragf Seriøst. Kan målscoren blive vores redning?	0	0	1489946275	
19. mar.	https://twitter.com/mufcdk/status/843521706782326789	Martin Hansen	@mufcdk	Vildt nok tyskerne slutter 4 i grundspillet efter en flot europæisk kampagne. Kæft hvor kunne #ultratwitteragf lære af dem #Respekt #sldk	4	0	1489946221	
19. mar.	https://twitter.com/FreddyKirszner/status/843520994564345857	Freddy Kirszner	@FreddyKirszner	ved det ikke- skal ikke se en eneste slutspilskamp- har ikke nerver til det #frustration #knækket #ultratwitteragf	0	0	1489946051	
19. mar.	https://twitter.com/ToendergadeAGF/status/843520833867911170	Tøndergade	@ToendergadeAGF	Har vi seriøst rykket os siden Fredberg/Sørensen tiden? Glen kan bare ikke vinde fodboldkampe i ligaen. Fyring NU #ultratwitteragf	5	0	1489946013	
19. mar.	https://twitter.com/mufcdk/status/843520769938415617	Martin Hansen	@mufcdk	Hvis Glen går ud og siger vejret ikke var til bedre fodbold #ultratwitteragf #sldkpic.twitter.com/ptYXDutTCs	11	5	1489945998	
19. mar.	https://twitter.com/dukie/status/843520763776958464	Patrick Munck	@dukie	Som min polske kæreste siger fra tid til anden.. KURWA #agfob #Ultratwitteragf #SLDK #skuffet @AGFFodbold @Aca_FKRN is the man of the match	2	0	1489945996	
19. mar.	https://twitter.com/FreddyKirszner/status/843520504229232640	Freddy Kirszner	@FreddyKirszner	Der skal rullehoveder god start af sportchefen der henter én gammel skadet forsvar #fucksake #wanker #ultratwitteragf	4	0	1489945934	
19. mar.	https://twitter.com/Chris2pherTweet/status/843520244006174720	Christopher Jones	@Chris2pherTweet	Farvel, Glen. Tak for lort. #sldk #ultratwitteragf pic.twitter.com/cM6SWcDmfv	2	0	1489945872	
19. mar.	https://twitter.com/Riisen/status/843519875251388416	Thomas Riis Hansen	@Riisen	Vi skal hente et point på SIF pr. runde i puljen. Man ser det ikke rigtig for sig, vel? #ultratwitteragf #agfob	0	1	1489945784	
19. mar.	https://twitter.com/MikkelFode/status/843519869882695680	Mikkel Fode	@MikkelFode	Føler mig klar til at sige farvel til den ringeste #ultratwitteragf træner nogensinde pic.twitter.com/OhqY0unnVG	4	0	1489945783	
19. mar.	https://twitter.com/FreddyKirszner/status/843519098936004609	Freddy Kirszner	@FreddyKirszner	Hold nu kæft hvor er det totalt nedtur at være @AGFFodbold fan tre nedrykker er næsten en realitet!! #ultratwitteragf	0	1	1489945599	
19. mar.	https://twitter.com/KristianBorreP/status/843518368703565824	Kristian Petersen	@KristianBorreP	Sgu også meget godt at spille uafgjort mod nr. 12 på hjemmebane i 70 min. #ultratwitteragf #hjemtil1div	2	0	1489945425	
19. mar.	https://twitter.com/MrJokinen/status/843517941756968960	Mr Jokinen	@MrJokinen	"Kun en ting er ringere end AGF i dag - nemlig filmen ""Passengers"". #glennraus #ultratwitteragf"	1	0	1489945323	
19. mar.	https://twitter.com/mpsond/status/843517342978138112	Mads P. Søndergaard	@mpsond	Kender ikke de nye regler så godt: kan man få lov at spille alle kampene i slutspillet på udebane? #sldk #ultratwitteragf	1	0	1489945181	
19. mar.	https://twitter.com/AnneFrostJepsen/status/843517053273280512	Anne Frost	@AnneFrostJepsen	Jeg har ikke ord! #ultratwitteragf #nisselorterøvbananspiz	1	0	1489945111	
19. mar.	https://twitter.com/Schwensen20/status/843516749207261184	Joachim Schwensen	@Schwensen20	Hvorfor er det egentlig at Glen konsekvent vælger, at vi skal starte med en central midtbanespiller på kanten??? #ultratwitteragf	4	0	1489945039	
19. mar.	https://twitter.com/Riisen/status/843516600531795968	Thomas Riis Hansen	@Riisen	Hej Ove P, kan du komme til Aarhus i morgen kl. 9? Knus Jacob. *besked sendt* #ultratwitteragf #agfobpic.twitter.com/KV3I88LWoJ	17	1	1489945004	
19. mar.	https://twitter.com/KarstenHj/status/843516396348850176	Karsten Hjortshøj	@KarstenHj	Nå @AGFFodbold er det så enroute mod 1 div eller konkurs? #Ultratwitteragf #PisseRinge #Pinligt #TakForLort	0	0	1489944955	
19. mar.	https://twitter.com/tempp/status/843515445172944896	Søren Ras	@tempp	Tænk at der stadig er fans der vil gå helt ned med Glen... #ultratwitteragf	0	1	1489944728	
19. mar.	https://twitter.com/lysgaard/status/843515411387891712	Mikkel Lysgaard	@lysgaard	Årh altså. Kan de ikke bare rykke ned nu? *Suk* #ultratwitteragf	1	0	1489944720	
19. mar.	https://twitter.com/Stoeier/status/843515345390460930	Tobias	@Stoeier	Skam jer #ultratwitteragf @AGFFodbold	2	0	1489944704	
19. mar.	https://twitter.com/Alexandersen_R/status/843515231670325249	René Alexandersen	@Alexandersen_R	Skal vi ikke bare rykke ned. Vi har altid succes i 1 div. #ultratwitteragf	2	0	1489944677	
19. mar.	https://twitter.com/Schwensen20/status/843515194689179648	Joachim Schwensen	@Schwensen20	Glen Riddersholm hvad fanden kan du egentlig??? Hold nu kæft, man! #ultratwitteragf	1	0	1489944668	
19. mar.	https://twitter.com/EtlivmedAGF/status/843513995743191040	Et liv med AGF	@EtlivmedAGF	Fik lov at overtage pause-peptalk fra Glen til @AGFFodbold #ultratwitteragf #sldk #ksdhpic.twitter.com/NUa6y5exsq	2	0	1489944382	
19. mar.	https://twitter.com/martinholm1971/status/843510943501946880	Martin Holm Andersen	@martinholm1971	Hvad er oddset for at kommentatorerne på @Canal9dk siger noget positivt om #ultratwitteragf? #agfob	0	0	1489943655	
19. mar.	https://twitter.com/ThomasLund71/status/843509590625058816	Thomas Lund Hansen	@ThomasLund71	Hvis skadessituation i AGF var en tilstandsrapport på et hus, ville den være 300 sider lang og fyldt med K'er #sldk #ultratwitteragf	5	0	1489943332	
19. mar.	https://twitter.com/Allanskoreskole/status/843509363763560449	Allan L. Petersen	@Allanskoreskole	#ultratwitteragf 4 min i anden halvleg. Skade nummer 2 Heldigvis kun en forsvarsspiller. Ved ikke om jeg skal grine eller græde længere	0	0	1489943278	
19. mar.	https://twitter.com/ToendergadeAGF/status/843507709001584640	Tøndergade	@ToendergadeAGF	Forresten.. Spelmann ødelægger mere, end han gavner. Vi er bedre uden ham. #ultratwitteragf	2	1	1489942884	
19. mar.	https://twitter.com/MortenKock/status/843507198584147969	Morten Kock	@MortenKock	For Den Da ... #lortestadion - det pisser jo ind	 lidt som spillet på banen der ej heller er helt godt #ultratwitteragf #agfobpic.twitter.com/tYdyxnZMHm	2	0	1489942762
19. mar.	https://twitter.com/ToendergadeAGF/status/843507141713580033	Tøndergade	@ToendergadeAGF	Hvis Amini får sine bolderobringer vendt til stikninger, der rammer medspillerne, så vinder vi! #ultratwitteragf	0	0	1489942748	
19. mar.	https://twitter.com/Dresenmand/status/843506004948062210	Andreas Tobiassen	@Dresenmand	Nå, Junker! Så plejer det at være i denne halvleg, du scorer hattrick! #ultraTwitterAGF #KSDH	2	0	1489942477	
19. mar.	https://twitter.com/mufcdk/status/843505575019380736	Martin Hansen	@mufcdk	Det der med det klæder #ultratwitteragf at spille fodbold, det er Glen ikke enig med mig i #sldk	4	0	1489942375	
19. mar.	https://twitter.com/mufcdk/status/843505204754599937	Martin Hansen	@mufcdk	Hvis du har set en #ultratwitteragf #sldk kamp i foråret, så har du i hvert fald set tilsvarende ringe kamp.	2	0	1489942287	
19. mar.	https://twitter.com/andershooge/status/843505053273133057	Anders Hooge	@andershooge	Er der ikke en der kan fortælle Amini og Junker, at de skal tage støvlerne på de rigtige fødder? #agfob #sldk #ultratwitteragf	0	0	1489942250	
19. mar.	https://twitter.com/WilkenSkipper/status/843504623591849984	Kasper Skipper	@WilkenSkipper	Lige pt. ligger @Randers_FC og @AGFFodbold i øvrigt til at komme i nedrykningspulje sammen… #sldk #randersfc #ultratwitteragf	2	0	1489942148	
19. mar.	https://twitter.com/Riisen/status/843504481727905794	Thomas Riis Hansen	@Riisen	Render Junker mentalt stadig rundt nede i Horsens? #ultratwitteragf #agfob	0	0	1489942114	
19. mar.	https://twitter.com/Rasmus_Petersen/status/843504407199305728	Rasmus Petersen	@Rasmus_Petersen	Spelmann er Ark Gmur med skæg...advarsler, keine teknik eller boldføling og hjemhørende på et lavere niveau #ultratwitteragf	3	0	1489942096	
19. mar.	https://twitter.com/StevenVistoftNi/status/843504301528010752	Steven Vistoft	@StevenVistoftNi	Amini rammer sii dårligste Bund niveau hidtil i GF trøjen ærgerligt! #ultratwitteragf	0	0	1489942071	
19. mar.	https://twitter.com/StureSandoe/status/843504281269485571	Sture Sandø	@StureSandoe	Casper Nielsen gør det godt for OB. Dino Mikanovic igen bedste #ultratwitteragf'er. #agfob #sldk	3	0	1489942066	
19. mar.	https://twitter.com/Riisen/status/843503689889435648	Thomas Riis Hansen	@Riisen	Hvis man er til tonserbold og absolut ingen teknik, så er Spelmann en fornøjelse at følge. #ultratwitteragf #agfob	2	0	1489941925	
19. mar.	https://twitter.com/OleSalling/status/843503673124818944	Master Salling	@OleSalling	#ultratwitteragf er der ikke lige én der kan vække spillerne og særdeleshed Amini	1	0	1489941921	
19. mar.	https://twitter.com/EsbenDallHansen/status/843503430991790080	Esben Dall Hansen	@EsbenDallHansen	Peter Kjærsgaard har gang i en af sine dårligste kampe i sin karriere so far. Det er på canal 9 #agfob #ultratwitteragf #KSDH	2	0	1489941864	
19. mar.	https://twitter.com/Schwensen20/status/843502444575412229	Joachim Schwensen	@Schwensen20	Det der gule kort blev udelukkende givet, fordi manden hedder Martin Spelmann. Han løber jo bare fordi en spiller. #ultratwitteragf	2	0	1489941628	
19. mar.	https://twitter.com/klausmors/status/843501884832997376	Klaus Mors	@klausmors	Hvis jeg ikke bange for at jinxe, så ville jeg skrive noget meget positivt om vores målmand #ksdh #ultratwitteragf	1	0	1489941495	
19. mar.	https://twitter.com/HolstHaars/status/843501204718194688	Chr. Holst Haarsløv	@HolstHaars	Der er noget Tuomas Aho over Tingager #verdensstørstekompliment #agfob #ultratwitterAGF	3	0	1489941333	
19. mar.	https://twitter.com/Hansalyse/status/843500732640886789	Hans Skovgaard	@Hansalyse	Udover Kasper Junker, er der så andre AGF-spillere, der er blevet bedre under Glen? #UltraTwitterAGF	2	0	1489941220	
19. mar.	https://twitter.com/StevenVistoftNi/status/843499825064787971	Steven Vistoft	@StevenVistoftNi	Hvad sker der lige for alle de fejl afleveringer idag. Fuldstændigt hoved under armen idag. #ultratwitteragf	0	0	1489941004	
19. mar.	https://twitter.com/NannaSkovgaard/status/843499083444707332	Nanna Skovgaard	@NannaSkovgaard	Da det oplyses at Lyngby scorede i Brøndby var der jubel i Århus. #allehaderbrøndby #ultratwitteragf #agfob #sldk	1	0	1489940827	
19. mar.	https://twitter.com/morten_pape/status/843497849803493376	Morten Pape	@morten_pape	Dino er altså en dejlig balkaneser #ultratwitteragf	4	1	1489940533	
19. mar.	https://twitter.com/mufcdk/status/843495643004002304	Martin Hansen	@mufcdk	Antal af skader kan godt blive så ekstremt, det er en valid undskyldning #ultratwitteragf #sldk	1	0	1489940007	
19. mar.	https://twitter.com/Allanskoreskole/status/843494587381571584	Allan L. Petersen	@Allanskoreskole	#ultratwitteragf 5 min uden skader er da også bedre end 4 min.....	1	0	1489939755	
19. mar.	https://twitter.com/s_phx13_n/status/843492924595748864	Kosuke Tobe	@s_phx13_n	試合忘れてた！！！！ 今から見る！！！！ Kom så de hviie! #AGF #ultratwitteragf #KSDH	2	0	1489939359	
19. mar.	https://twitter.com/andreeegjensen/status/843489319545331713	André Eeg Jensen	@andreeegjensen	Jeg kan ikke love at jeg overholder Tokyos toilet-etikette, hvis De hvi'e kommer foran mens jeg er på kummen #ultratwitteragf pic.twitter.com/pdB2hEnO4I	0	0	1489938499	
19. mar.	https://twitter.com/bsknudsen/status/843489124342489088	Bjørn Knudsen	@bsknudsen	Der er pisse koldt, men intet slår fodbold live. Bliver fedt med live opdateringer fra de andre kampe. #KSDH #ultratwitteragf	0	1	1489938453	
19. mar.	https://twitter.com/laianders/status/843486603217702913	Anders Lai	@laianders	DK's største open air fryser.. #ksdh #ultratwitteragf #sldk #agfobpic.twitter.com/DC4prPDSp6	4	0	1489937852	
19. mar.	https://twitter.com/1880mbk/status/843485776797208576	Morten Bro Killemose	@1880mbk	Vilma 3 år leger på #værelset og lige pludselig råber hun : kom så de hvide . #stoltfar @AGFFodbold #ksdh #ultratwitteragf	5	0	1489937655	
19. mar.	https://twitter.com/SuneVistrup/status/843481543171555329	Sune Kappel Vistrup	@SuneVistrup	"Citat Lars Jacobsen ""Det er Duncan vejr i dag"" - den køber jeg! Kom så De Hviie! #agfob #sldk #ksdh #ultratwitteragf pic.twitter.com/VJPFAfv0Al"	0	0	1489936645	
19. mar.	https://twitter.com/villadsen_claus/status/843479524281143296	Claus Villadsen	@villadsen_claus	Forudsiger minimum én udskiftning i forsvaret inden kampen er omme. #ultratwitteragf #agfob men fedt at have Rask, Juel og Dzhamal tilbage.	2	0	1489936164	
19. mar.	https://twitter.com/StevenVistoftNi/status/843478799928999936	Steven Vistoft	@StevenVistoftNi	Jeg er over lykkelig. Det ser ud til vores skades Helved er ved at være forbi!. Kom så drenge! #KSDH #ultratwitteragf	0	0	1489935991	
19. mar.	https://twitter.com/simoehrb/status/843478698196197377	 ⚽ Øhrberg  ⚽	@simoehrb	AJ - DM, AJA, MR, DK - BDS - EB, MA, MS, KJ - MDR Mest betryggende lineup længe. Kom så for fanden hvid!! #ultratwitteragf #ksdh	1	0	1489935967	
19. mar.	https://twitter.com/MortenKock/status/843471028479311873	Morten Kock	@MortenKock	Ses vi - det tror jeg da nok lige vi gør! Alle mand af huse og kom om på Stadion, det er dér det sker! #ultratwitteragf #agfob #sldkpic.twitter.com/yeR5WV3uLL	3	0	1489934138	
19. mar.	https://twitter.com/thomashaumann/status/843428421514530816	Thomas Haumann	@thomashaumann	Spilletidspunkter i slutspillet @Superligaen #ultratwitteragf	0	0	1489923980	
19. mar.	https://twitter.com/SrenPlovgaard/status/843425705732046849	Søren Plovgaard	@SrenPlovgaard	A Love Supreme #ultratwitteragf pic.twitter.com/j81DG0ej6b	5	0	1489923332	
19. mar.	https://twitter.com/MortenKock/status/843424682049224704	Morten Kock	@MortenKock	#SuperSunday & #FightDay #boromun #agfob #YouremyheartYouremysoul #ultratwitteragf #ksdh OH UNITED I LOVE YOU KOM SÅ DE HVI'e pic.twitter.com/OzP3siIwS6	0	0	1489923088	
