tweetid;tweetid-href;tweetername;tweeterhandle;tweetbody;numberoflikes;numberofretweets;timeoftweet
28. okt. 2016;https://twitter.com/AarhusUni/status/792035011373522949;Aarhus Universitet;@AarhusUni;Stor anerkendelse af #Aarhusuni professor Flemming @Besenbacher2012 som ny formand for advisery board for cirkulærøkonomi. #dkgreenhttps://twitter.com/besenbacher2012/status/791915963247628288 …;6;0;1477670836
28. okt. 2016;https://twitter.com/hjh_Aarhus/status/791975734025809920;Hans Jürgen Hoffmann;@hjh_Aarhus;#aarhusuni: wood smoke may be more toxic than diesel exhaust particles in A592 and peripheral blood cells phd Y. Zheng/supervisor J Bønløkke;2;2;1477656703
27. okt. 2016;https://twitter.com/AarhusUni/status/791880260677754880;Aarhus Universitet;@AarhusUni;Alexander N. Zelikin fra #AarhusUni modtager @Lundbeck fondens Yngre Forskerpris 2016 http://bit.ly/2flAkxY  #Science #AUhardworkpic.twitter.com/fE8mebjan8;2;0;1477633941
27. okt. 2016;https://twitter.com/Chr_Thomassen/status/791646987078762496;Christian Thomassen;@Chr_Thomassen;Studielivet.... #yourniversity #au #aarhusuni #BliverForhåbentligKlogerepic.twitter.com/8O5iMfc2q1;0;0;1477578324
27. okt. 2016;https://twitter.com/AarhusUni/status/791643692222320641;Aarhus Universitet;@AarhusUni;#AarhusUni and @AlexandraInst recently received a substantial grant on researching privacy-preserving #bigdata tech. http://bit.ly/2eJp0bz pic.twitter.com/MUJEUGZODD;8;4;1477577538
27. okt. 2016;https://twitter.com/UlrikV_AU/status/791618325243695104;Ulrik Vosgerau;@UlrikV_AU;Følg med i videostafetten på Institut for Kultur og Samfund #casaudk #artsaudk #aarhusuni https://www.youtube.com/playlist?list=PLL9jTsMRXd95M4XIzwHLU36ixvR0aOiER …pic.twitter.com/M1WhQkU2rA;2;1;1477571490
26. okt. 2016;https://twitter.com/UlrikV_AU/status/791576765353328640;Ulrik Vosgerau;@UlrikV_AU;Magnificent afternoon with Karen Barad at #casaudk #aarhusuni! Video will soon be avail. at http://tinyurl.com/onqodo8 pic.twitter.com/65erolJz8t;3;3;1477561582
26. okt. 2016;https://twitter.com/AarhusUni/status/791549473331765248;Aarhus Universitet;@AarhusUni;"#AarhusUni prorektor for uddannelse @BeritEika : ""Censorsystemet er en juvel, der skal slibes"" http://www.altinget.dk/forskning/artikel/au-censorsystemet-er-en-juvel-der-skal-slibes … #uddpolpic.twitter.com/nVPRJICLF6";4;2;1477555075
26. okt. 2016;https://twitter.com/zelo_popal/status/791314904116436992;Zulaika Popal;@zelo_popal;My University is beautiful all year round! #photo #photography #lake #aarhusuni… https://www.instagram.com/p/BMCGN79huk3/ ;0;0;1477499149
26. okt. 2016;https://twitter.com/AarhusUni/status/791278886516555776;Aarhus Universitet;@AarhusUni;Experts from around the world will meet at #AarhusUni to discuss #climate #econometrics 27 and 28 October. Read more http://bit.ly/2ffru4Y pic.twitter.com/kvr21CXuah;4;4;1477490562
26. okt. 2016;https://twitter.com/caro_lundqvist/status/791270276931657728;Caroline H Lundqvist;@caro_lundqvist;9 gode tolkninger af demokrati bygget med LEGO Det var ganske lovende bud på mulige kommende #ddinf #aarhusuni stud vi mødte i dag! pic.twitter.com/lI2Z3FxXsZ;3;0;1477488509
25. okt. 2016;https://twitter.com/OmnibusAU/status/791205715599826944;Omnibus;@OmnibusAU;#aarhusuni er det eneste uni der udbyder #translatør - og tolkeudd, men dens fremtid er pt uvis #uddpol #tolkning http://llk.dk/ig3kns ;1;4;1477473117
25. okt. 2016;https://twitter.com/cfiig8200/status/790950500577447936;Christina Fiig;@cfiig8200;#KarenBarad at #Aarhusuni #artsaudk -》Quantum physics & feminism are both about space, time and matter;3;1;1477412269
25. okt. 2016;https://twitter.com/StudyAarhusUni/status/790894751868485632;Study at Aarhus Uni;@StudyAarhusUni;Our gorgeous campus in fall colors #fall #studyabroad #studyindenmark #FallFoliage #aarhusuni pic.twitter.com/6KuF4kB5ox;3;2;1477398977
24. okt. 2016;https://twitter.com/dceaarhus/status/790860899854741504;Dept Clin Epi Aarhus;@dceaarhus;Mød @DeeCroninFenton til #Forskerdating hvor hun fortæller om muligheden for forskningsårsprojekter hos KEA #studenterforskning #aarhusuni pic.twitter.com/6po9Q6fk2W;2;1;1477390906
24. okt. 2016;https://twitter.com/StineLiv/status/790843026780393472;Stine Liv Johansen;@StineLiv;Conference website now open: Children's media and literature in a mediatized world. May30-June1 2017 at #aarhusuni http://conferences.au.dk/childrensmediandliterature2017/ …;3;2;1477386645
24. okt. 2016;https://twitter.com/StineLiv/status/790570708854267905;Stine Liv Johansen;@StineLiv;Ditto på HUM-FAG om børn og unges tekster og medier. Vi er på kage nr. 2 #aarhusuni https://twitter.com/AUstudieliv/status/790567056718594048 …;3;0;1477321719
24. okt. 2016;https://twitter.com/StudyAarhusUni/status/790535386099490816;Study at Aarhus Uni;@StudyAarhusUni;#AarhusUni will be at the @EDUEXPOS student fair in #Madrid today. Please stop by! #studyinDK #studyabroad;0;0;1477313298
24. okt. 2016;https://twitter.com/AarhusUni/status/790517579286708224;Aarhus Universitet;@AarhusUni;#Academicjobs available at #AarhusUni this week. For more information and #jobs visit http://www.au.dk/jobs  #AUjobhunt @Aarhus_BSSpic.twitter.com/W8NSh2PLes;2;4;1477309052
23. okt. 2016;https://twitter.com/AarhusUni/status/790470699022426113;Aarhus Universitet;@AarhusUni;Want to study at #AarhusUni ? Sign up for this webinar to learn more. @Aarhus_BSS @StudyAarhusUni https://attendee.gotowebinar.com/register/1602648524137140993 …https://twitter.com/IntSchoolMag/status/790443961768968192 …;6;1;1477297875
23. okt. 2016;https://twitter.com/AUstudieliv/status/790272478979514368;AUstudieliv/pause;@AUstudieliv;Fra i morgen skal vi følge Emma fra Psykologi 5. semester fra #aarhusuni, der er rimelig ny på Twitter. Byd hende godt velkommen;0;0;1477250616
21. okt. 2016;https://twitter.com/caro_lundqvist/status/789545688174432256;Caroline H Lundqvist;@caro_lundqvist;Mmmmh.... G&T #studenterbaren #aarhusuni #yourniversity #austudieliv #godtselskab https://www.instagram.com/p/BL1hrAMhFSr/ ;0;0;1477077335
21. okt. 2016;https://twitter.com/StineLiv/status/789539156414324737;Stine Liv Johansen;@StineLiv;Kunne vi få flere nuancer på diskussionen om medier i familien? Jeg giver det et skud. http://www.tv2oj.dk/nyheder/21-10-2016/1930/familien-tog-kampen-op-mod-smartphones?autoplay=1#player … #aarhusuni #børnogtech;3;0;1477075778
21. okt. 2016;https://twitter.com/caro_lundqvist/status/789465834863427584;Caroline H Lundqvist;@caro_lundqvist;Det er fredag eftermiddag.. Har kæmpet med stort datasæt i Excel.. Så må man altså godt #fredagpåkontoret #aarhusuni #ddinfpic.twitter.com/NY2nMoP65Z;7;1;1477058297
21. okt. 2016;https://twitter.com/rajiv_VB/status/789455500027060225;Rajiv V. Basaiawmoit;@rajiv_VB;Now the conversation moves to Drones in the last panel debate of the Day under the Responsible Robotics session - #Robophilosophy #aarhusuni;0;0;1477055833
21. okt. 2016;https://twitter.com/StudyAarhusUni/status/789431662266449920;Study at Aarhus Uni;@StudyAarhusUni;Interesting article @worlduniranking at #aarhusuni women are always welcome in engineering http://bit.ly/2eqvTOQ  @AarhusUnihttps://twitter.com/worlduniranking/status/789396307781779456 …;2;1;1477050149
20. okt. 2016;https://twitter.com/AarhusUni/status/789415127409917952;Aarhus Universitet;@AarhusUni;This week #AarhusUni hosted the world's largest conf. on humanities research in soc. robotics. Prof. #JohannaSeibt sums up: #robophilosophypic.twitter.com/Oh4ONAht2o;10;8;1477046207
20. okt. 2016;https://twitter.com/MortenScriver/status/789412038355189762;Morten Scriver;@MortenScriver;Godt persp på vores økologihysteri vs teknologiblindhed. #Tænkepauser virker altid! @schoelin @mathiasks #aarhusuni https://www.information.dk/indland/2016/10/vaere-kritiske-teknologien …pic.twitter.com/2UW0T32x6W;0;0;1477045471
20. okt. 2016;https://twitter.com/AarhusUni/status/789390164196024320;Aarhus Universitet;@AarhusUni;Spændende #AarhusUni forskere på programmet for #NordiskeNätter fra 4-5 nov. Mere info: http://nordiskenaetter.fuau.dk/program/  @fuaarhus @MuseumMoesgaardpic.twitter.com/zg2BArQgPi;7;2;1477040255
20. okt. 2016;https://twitter.com/AarhusUni/status/789373752157020160;Aarhus Universitet;@AarhusUni;Meet the world famous computer scientist #BjarneStroustrup on 14 November in IT-Byen #Katrinebjerg @csaudk #AarhusUni https://twitter.com/AlexandraInst/status/788339756987981825 …;4;4;1477036343
20. okt. 2016;https://twitter.com/rajiv_VB/status/789127493336895488;Rajiv V. Basaiawmoit;@rajiv_VB;The robotic future is already here - it's just not evenly distributed- @wendyju #Robophilosophy #AarhusUni;1;0;1476977630
20. okt. 2016;https://twitter.com/AarhusUni/status/789100729164238848;Aarhus Universitet;@AarhusUni;Er du stødt på fede og farverige edderkopper i de seneste par uger? Prof. Trine Bilde fra #AarhusUni mfl. forklarer: http://pure.au.dk/portal/da/trine.bilde@biology.au.dk …https://twitter.com/videnskabdk/status/788654650564182016 …;0;2;1476971249
20. okt. 2016;https://twitter.com/AnnePeddersen/status/789064818862981120;Anne Pedersen;@AnnePeddersen;Nobelparken #nobelparken #aarhusuni #autumnpic.twitter.com/14RKEd2Fbe;5;0;1476962687
19. okt. 2016;https://twitter.com/AarhusUni/status/788709618377711616;Aarhus Universitet;@AarhusUni;Nyt #AarhusUni og @koebenhavns_uni initiativ skal fremme DK hjerneforskning @Lundbeck støtter med op til 60 mio. kr. http://mbg.au.dk/aktuelt/nyhed/artikel/nyt-initiativ-skal-fremme-dansk-hjerneforskning/ …pic.twitter.com/saqQFygVKT;5;2;1476878001
18. okt. 2016;https://twitter.com/AarhusUni/status/788615741637529600;Aarhus Universitet;@AarhusUni;I dag begynder IT-Camp for piger! Campen er arrangeret af 10 frivillige IT og datalogistuderende fra #AarhusUni https://www.itcamp.dk/index.html https://twitter.com/DRostjylland/status/788614338714148864 …;8;7;1476855619
18. okt. 2016;https://twitter.com/AarhusUni/status/788366726748602368;Aarhus Universitet;@AarhusUni;Mads Fredslund Andersen @sacscience #AarhusUni: De største måner i solsystemet! Findes der mon liv på nogen af dem? http://sac.au.dk/ https://twitter.com/videnskabdk/status/788313254187728900 …;0;0;1476796249
18. okt. 2016;https://twitter.com/UlrikV_AU/status/788365011135569920;Ulrik Vosgerau;@UlrikV_AU;Zika er også et etisk problem! Centralt emne på international bioetikkonf. på #casaudk #aarhusuni 24.-25. oktober http://cas.au.dk/aktuel/nyheder/nyhed/artikel/zika-er-ogsaa-et-etisk-problem/ …;0;1;1476795840
18. okt. 2016;https://twitter.com/infinitdk/status/788341598153216001;InfinIT;@infinitdk;Mød skaberen af programmeringssproget C++. Gratis, men tilmelding påkrævet! #coders #developers #aarhus #aarhusuni #datalogi #dkvidhttps://twitter.com/AlexandraInst/status/788339756987981825 …;1;0;1476790258
17. okt. 2016;https://twitter.com/StudyAarhusUni/status/788302139756011520;Study at Aarhus Uni;@StudyAarhusUni;AarhusUni is participating in the @bhv_education student fair in #Split, Croatia today. http://bit.ly/2e3LFUc  #studyindenmark #aarhusuni;0;0;1476780850
17. okt. 2016;https://twitter.com/AarhusUni/status/788292170155495424;Aarhus Universitet;@AarhusUni;#AarhusUni forskere finder frem til, hvordan den første kvante-spin-transistor i verden kan skabes: http://scitech.au.dk/roemer/3-2016/perfekt-overfoersel-i-kvanteland/ … #AUgennembrudpic.twitter.com/m4xxBoQ2UB;3;2;1476778473
17. okt. 2016;https://twitter.com/AnnePeddersen/status/788271052954763264;Anne Pedersen;@AnnePeddersen;#autumnfog #efterårståge #tåge #fog #efterår #uniparken #aarhusuni pic.twitter.com/43gbGC1YDS;4;0;1476773439
17. okt. 2016;https://twitter.com/AarhusUni/status/787980170636431360;Aarhus Universitet;@AarhusUni;Missede du @rufusgifford på #AarhusUni i sidste uge? @TV2OJ har lavet et fint lille sammenkog af arrangementet: http://bit.ly/2dhPZhk pic.twitter.com/hANkUTqNQ9;11;1;1476704087
16. okt. 2016;https://twitter.com/RockBerta/status/787951752830128128;Roberta Rocca;@RockBerta;Today @AarhusUni - #Robophilosophy: rethinking interactions from crossdisciplinary perspectives. Looking forward to it! #aarhusuni #roboticshttps://twitter.com/AarhusUni/status/782467155778494464 …;1;0;1476697311
16. okt. 2016;https://twitter.com/AarhusUni/status/787947807089065984;Aarhus Universitet;@AarhusUni;#Academicjobs available across #AarhusUni this week. For more information and #researchjobs visit http://www.au.dk/jobs  #AUjobhuntpic.twitter.com/tk7RCtSsZW;0;2;1476696371
16. okt. 2016;https://twitter.com/AarhusUni/status/787928618173337600;Aarhus Universitet;@AarhusUni;29. oktober er der #Knækcancer Løbet 2016 i Universitetsparken på #AarhusUni. Overskuddet går til @cancer_dk Info: https://www.facebook.com/events/1007766139321502/ …pic.twitter.com/flfVc0dE2V;9;5;1476691796
15. okt. 2016;https://twitter.com/AarhusUni/status/787299323981787136;Aarhus Universitet;@AarhusUni;Held og lykke til #aarhusuni stud. Maja Alm, der i morgen kæmper for World Cup bronze i orienteringsløb #dualcareer http://mobil.dr.dk/smartphone/#artikel/sporten/oevrig/maja-alm-vil-slaas-bronze …;4;0;1476541760
14. okt. 2016;https://twitter.com/AarhusUni/status/787195308736409600;Aarhus Universitet;@AarhusUni;Seminar: Adopting more playful approaches & attitudes in #teaching & #learning. Sign up closes 25 Oct. http://bit.ly/2e37Nfx  #AarhusUni pic.twitter.com/u5R58TgXPE;1;1;1476516961
14. okt. 2016;https://twitter.com/AarhusUni/status/786920508201787392;Aarhus Universitet;@AarhusUni;#AarhusUni @TaenketankenDEA @UFM_FI arrangerer i november konf. om muligheder og udfordringer v. int. rekruttering. http://bit.ly/2e3249q pic.twitter.com/W4hwPIThed;2;3;1476451444
13. okt. 2016;https://twitter.com/GludSys/status/786854725891358720;Sys Zoffmann Glud;@GludSys;Næste møde: udvikling af talenter med innovative kompetencer #AarhusUni #innoxhttps://twitter.com/allanflyvbjerg/status/786463961805942784 …;0;0;1476435760
13. okt. 2016;https://twitter.com/AarhusUni/status/786826999427833856;Aarhus Universitet;@AarhusUni;Forskere fra #AarhusUni er med til at sikre en forskningsbaseret og uafhængig evaluering af #aarhus2017 http://newsroom.au.dk/nyheder/vis/artikel/au-evaluerer-effekten-af-kulturhovedstaden/ … #letsrethinkpic.twitter.com/RA8sr85vP9;7;5;1476429149
13. okt. 2016;https://twitter.com/OmnibusAU/status/786635126662766592;Omnibus;@OmnibusAU;.@AUStudenterraad arbejder helt bogstaveligt for at hindre regeringens bebudede SU-nedskæringer #oprydningefterdemioårhus #aarhusuni pic.twitter.com/U4211B744Z;2;0;1476383403
13. okt. 2016;https://twitter.com/OmnibusAU/status/786633089942429697;Omnibus;@OmnibusAU;1000 stud. mødt op i Århus t landsdemo arr. af @Uddalliancen mod @Ulla_Tornaes' SU-forringelser http://llk.dk/avj8yy  #bevarSU #aarhusuni pic.twitter.com/ybVh1t3Zdw;1;0;1476382918
13. okt. 2016;https://twitter.com/OmnibusAU/status/786567512435544069;Omnibus;@OmnibusAU;Studerende fra #AarhusUni på vej til demo arr af @Uddalliancen - budskabet til @Ulla_Tornaes og co er: #bevarSU drop #milliardnedskæringerpic.twitter.com/IjefstYqby;3;1;1476367283
13. okt. 2016;https://twitter.com/AarhusUni/status/786541352053936128;Aarhus Universitet;@AarhusUni;Der er tiltrædelsesforelæsning og reception for Anne Grethe Jurik ny professor i radiologi @AUHdk #AarhusUni kl 15 http://newsroom.au.dk/#news-8709 https://twitter.com/AUHdk/status/783576040618811392 …;0;0;1476361046
12. okt. 2016;https://twitter.com/OmnibusAU/status/786265728320102401;Omnibus;@OmnibusAU;"Hør seje Schou i en fin lille snas fra @AarhusUni: ""Det glæder mig, at det er en kvinde."" #forskpol #uddpol #aarhusuni https://twitter.com/AarhusUni/status/786184235421880320 …";2;1;1476295332
12. okt. 2016;https://twitter.com/OmnibusAU/status/786185180692176900;Omnibus;@OmnibusAU;Banalt eller brugbart? 2 stud anmelder relancheret trivselssite fra #aarhusuni http://trivsel.au.dk :https://t.co/1LMm1SBsWw #studieliv;0;0;1476276128
12. okt. 2016;https://twitter.com/annettemarkham/status/786165427193974784;annette markham;@annettemarkham;.@nancybaym Q: “How did we get to the point where relational labor seems necessary?” to introduce her talk at #aarhusuni #negoID;3;0;1476271418
11. okt. 2016;https://twitter.com/AarhusUni/status/786155812842446848;Aarhus Universitet;@AarhusUni;Kl. 13 livestreamer @Aarhus2017 fra offentliggørelsen af det officielle program. Mere info om #AarhusUni engagement: http://www.au.dk/forskning/aarhus-universitets-engagement-i-aarhus-2017/ …https://twitter.com/Aarhus2017/status/786146096737230849 …;3;0;1476269126
11. okt. 2016;https://twitter.com/AarhusUni/status/785907434611089408;Aarhus Universitet;@AarhusUni;TÅGEKAMMERETS 60-års jubilæums foredrag ved Brian Bech Nielsen og Huxi Bach. #AarhusUni #yourniversitypic.twitter.com/JqbE0ngGkT;8;0;1476209908
11. okt. 2016;https://twitter.com/AarhusUni/status/785821060570701824;Aarhus Universitet;@AarhusUni;Tillykke til TÅGEKAMMERET - 60 år som fest- og foredragsforening på #aarhusuni. Reception på matematisk institut i gang #yourniversitypic.twitter.com/p7ynKXDzrg;10;1;1476189315
11. okt. 2016;https://twitter.com/SaraMarieM17/status/785815589403168768;Sara Marie;@SaraMarieM17;Bachelor in progress..... #bachelor #uni #aarhus #yourniversity #aarhusuni… https://www.instagram.com/p/BLbBa1YDENI/ ;1;0;1476188010
10. okt. 2016;https://twitter.com/AarhusUni/status/785792590092374017;Aarhus Universitet;@AarhusUni;Jordbrugsforskning på #AarhusUni i top ti på verdensplan http://bit.ly/2e2PEL4  #AUhardworkpic.twitter.com/SfqcoKWo1g;3;0;1476182527
10. okt. 2016;https://twitter.com/AarhusUni/status/785780111182139392;Aarhus Universitet;@AarhusUni;#Job #vacancies at #AarhusUni this week. For further information and job opportunities please visit http://au.dk/jobs  #AUjobhuntpic.twitter.com/2irHHdAj19;1;2;1476179552
10. okt. 2016;https://twitter.com/caro_lundqvist/status/785482835897487360;Caroline H Lundqvist;@caro_lundqvist;Er ude på Ørestads Gymnasium og faciliterer kreative processer med gymnasieelever m @Jfalkolesen som en del af CIBIS projektet #aarhusuni pic.twitter.com/SxlHPDJAT7;9;1;1476108676
10. okt. 2016;https://twitter.com/AarhusUni/status/785440918182760448;Aarhus Universitet;@AarhusUni;Er du #AarhusUni #alumne ? Vi har en lang række tilbud og aktiviteter til tidligere studerende - læs mere: http://alumner.au.dk ;1;1;1476098682
9. okt. 2016;https://twitter.com/AIAS_dk/status/785423610244698112;AIASdk;@AIAS_dk;Today 2:15pm @AIAS_dk @AarhusUni hear Magnus Kjærgaard talk about #proteins #synapse #neuroscience #memories. All welcome #AarhusUni #Aarhushttps://twitter.com/AIAS_dk/status/784288738243260416 …;1;0;1476094555
9. okt. 2016;https://twitter.com/AarhusUni/status/785383395908018176;Aarhus Universitet;@AarhusUni;IT-Camp for piger er tre gratis dage med teknologi, design og inspiration for piger i alderen 16-20 år. https://www.itcamp.dk/index.html  #aarhusuni pic.twitter.com/0f333pu3dr;18;16;1476084967
8. okt. 2016;https://twitter.com/AarhusUni/status/784713308721016832;Aarhus Universitet;@AarhusUni;#matchpoints17 om #Reformation i #Danmark med bl.a. HM Dronning Margrethe II og Francis Fukuyama #aarhusuni. Info: http://bit.ly/2dRhP4R pic.twitter.com/vClNQXljhe;0;1;1475925206
7. okt. 2016;https://twitter.com/AarhusUni/status/784650319825371136;Aarhus Universitet;@AarhusUni;Der er DM i programmering for studerende i dag på #AarhusUni http://bit.ly/2cYXa96  #Yourniversity #AUoverskudpic.twitter.com/RUzTStrJey;7;1;1475910189
7. okt. 2016;https://twitter.com/AarhusUni/status/784392597271961601;Aarhus Universitet;@AarhusUni;@JespersenEj @AarhusKommune om forventninger til #AUCampus2 #AarhusUni pic.twitter.com/pqmDP7e7tX;2;0;1475848743
7. okt. 2016;https://twitter.com/AndersKHylander/status/784388799816200192;Anders K. Hylander;@AndersKHylander;#aarhusuni rektor om #AUcampus2 - A @Ejlertsen Productionhttps://twitter.com/aarhusuni/status/784387267485892608 …;0;0;1475847837
7. okt. 2016;https://twitter.com/AarhusUni/status/784387267485892608;Aarhus Universitet;@AarhusUni;Rektor Brian Bech Nielsen om de tre vigtigste punkter ved #AUcampus2 på #AarhusUni #yourniversitypic.twitter.com/RsIDx9HmX9;15;3;1475847472
7. okt. 2016;https://twitter.com/AarhusUni/status/784370808374394880;Aarhus Universitet;@AarhusUni;#AUcampus2 udviklings workshop i fuld gang hos @AIAS_dk #AarhusUni @AarhusKommune @Region_Midtpic.twitter.com/gUMfdixTgc;2;1;1475843548
7. okt. 2016;https://twitter.com/AarhusUni/status/784356632453144576;Aarhus Universitet;@AarhusUni;Et forskertalent i særklasse! Portræt af Trine Hyrup Mogensen @AUHdk der i går fik Jens Chr. Skou-prisen http://bit.ly/2dJGnLH  #AarhusUni pic.twitter.com/QOzQauuvu9;7;0;1475840168
7. okt. 2016;https://twitter.com/SchrCamilla/status/784349230592819200;Camilla Schrøder;@SchrCamilla;Man ku drømme om et livligt miljø og go kaffe #aarhusuni http://www.nycampus.au.dk https://twitter.com/aarhusuni/status/784308480437948416 …;0;0;1475838403
6. okt. 2016;https://twitter.com/MarianneArtsAU/status/784336844074868736;Marianne Ester Back;@MarianneArtsAU;Tillykke til @peterdalsgaard og hans forskerteam med bevillingen fra VELUXFONDEN http://bit.ly/2dxmAi7  #artsaudk #aarhusuni #ddinfpic.twitter.com/b76qxaUMPo;3;1;1475835450
6. okt. 2016;https://twitter.com/AarhusUni/status/784333467542663168;Aarhus Universitet;@AarhusUni;TÅGEKAMMERET fylder 60! Landets ældste fest/foredragsforening --> snart 60 års jubilæum #AarhusUni http://bit.ly/2dJHlHI  #yourniversitypic.twitter.com/LjksS3DGQT;7;5;1475834645
6. okt. 2016;https://twitter.com/AarhusUni/status/784308480437948416;Aarhus Universitet;@AarhusUni;På #AarhusUni idéudvikler vi på vores Campus 2.0 i dag ... @AarhusKommune @Region_Midt http://bit.ly/2dzQ8KU  #Yourniversitypic.twitter.com/6yGJ6pJpCR;8;1;1475828688
6. okt. 2016;https://twitter.com/UlrikV_AU/status/784281588976582656;Ulrik Vosgerau;@UlrikV_AU;How has the Reformation influenced Danish society? @hisnk to head new project at #artsaudk #aarhusuni http://cas.au.dk/en/currently/news/singlenews/artikel/hvad-har-reformationen-betydet-for-det-danske-samfund/ … #reformation;1;0;1475822276
6. okt. 2016;https://twitter.com/caro_lundqvist/status/784042554073419776;Caroline H Lundqvist;@caro_lundqvist;De er tosset med Othello-ish lagkage heroppe på #aarhusuni. Ganske udemærket at slutte dagen af med det #trætpic.twitter.com/jOBvzEvRHj;2;0;1475765286
6. okt. 2016;https://twitter.com/AarhusUni/status/784022266397032452;Aarhus Universitet;@AarhusUni;Tillykke til forsker Trine H Mogensen @AUHdk som får den første #JensChrSkou-pris på #AarhusUni http://bit.ly/2dNhkV6 pic.twitter.com/KlopTcyJdi;18;8;1475760449
5. okt. 2016;https://twitter.com/AarhusUni/status/783922639152771072;Aarhus Universitet;@AarhusUni;Aldrig en kedelig arbejdsdag på @ScienceMuseerne - tak fordi I spreder viden (og ikke ebola) til de unge. #AarhusUni #AUplaceshttps://twitter.com/ScienceMuseerne/status/783919647754166272 …;7;2;1475736696
5. okt. 2016;https://twitter.com/AarhusUni/status/783719156214538240;Aarhus Universitet;@AarhusUni;Forskning i supergræs skal øge køers mælkeproduktion og mindske metanudslip -støttet af @MFVMin http://bit.ly/2d2QqtV   #aarhusuni pic.twitter.com/NbWps3Mlf4;1;1;1475688182
4. okt. 2016;https://twitter.com/AarhusUni/status/783598496372891649;Aarhus Universitet;@AarhusUni;"#aarhusuni er ""Danmarksmester"" i at tiltrække elitesportsudøvende studerende http://bit.ly/2dDR4PB  #dualcareer #auoverskud @teamdanmarkpic.twitter.com/ZaDHSMdBFl";5;0;1475659414
4. okt. 2016;https://twitter.com/UlrikV_AU/status/783577865312952320;Ulrik Vosgerau;@UlrikV_AU;Karen Barad giver offentligt foredrag i Stakladen på #aartsaudk #aarhusuni 25. okt. Se videointro ved @androrffhttps://youtu.be/enhi6THSwG8 ;3;7;1475654495
4. okt. 2016;https://twitter.com/martin_vesterby/status/783535985791500289;Martin Vesterby;@martin_vesterby;#danskerhverv 's vision om #innovation ved Rådgiverdagen 2016 har inspireret nogle linjer fra #innox ved #aarhusuni https://www.linkedin.com/pulse/phd-studerende-kan-og-vil-gerne-skabe-mere-v%C3%A6rdi-martin-vesterby …;0;0;1475644511
3. okt. 2016;https://twitter.com/SchrCamilla/status/783026969545965568;Camilla Schrøder;@SchrCamilla;Fuld af beundring...hvordan overkommer de det? #aarhusuni, #dualcareer #studerendetopatleterhttps://twitter.com/aarhusuni/status/782969763140083712 …;3;1;1475523152
3. okt. 2016;https://twitter.com/StineLiv/status/783026963925569537;Stine Liv Johansen;@StineLiv;I øvrigt: sikke en dejlig tekst om mennesker og teknologi af @schioelin i dagens @jyllandsposten. Tak, Kasper. #tænkepauser #aarhusuni;2;1;1475523150
3. okt. 2016;https://twitter.com/SigneMaribo/status/783012985254121472;Signe Hvid Maribo;@SigneMaribo;Republikanske førstedamer smiler og ser beundrende på deres mænd, siger lektor i Amerikanske Studier #ccaudk #AarhusUni https://twitter.com/azramujacic/status/781838549276590081 …;0;0;1475519818
3. okt. 2016;https://twitter.com/StineLiv/status/782971247579766784;Stine Liv Johansen;@StineLiv;"Det er sidst på dagen og @Nina26389521 har lige sagt ""pdf-agtigheden"". Så skal vi vist snart hjem. #aarhusuni #børnelitteratur #Ib";3;0;1475509866
3. okt. 2016;https://twitter.com/AarhusUni/status/782969763140083712;Aarhus Universitet;@AarhusUni;Der er tale om mennesker, der aldrig giver op... @BeritEika om sportsudøvende studerende på #aarhusuni #dualcareer #yourniversitypic.twitter.com/f1huBjDA8v;11;1;1475509513
3. okt. 2016;https://twitter.com/AnnePeddersen/status/782958985276166144;Anne Pedersen;@AnnePeddersen;#aula #aarhusuni #degulebygninger #aarhus #denmark #architecture #cfmøllerpic.twitter.com/Cd9XjTMGD3;0;0;1475506943
3. okt. 2016;https://twitter.com/StineLiv/status/782929312198656000;Stine Liv Johansen;@StineLiv;Lise @klassefilm og Henrik @DanstrupH fortæller om deres arbejde med #Ib #aarhusuni pic.twitter.com/v0eiFCgC8x;3;0;1475499868
3. okt. 2016;https://twitter.com/AarhusUni/status/782925145648271360;Aarhus Universitet;@AarhusUni;Plenty of postdoc positions available across #aarhusuni. Visit http://www.au.dk/jobs  for further information and more vacancies #aujobspic.twitter.com/JAk3Q6G4Md;3;2;1475498875
3. okt. 2016;https://twitter.com/AarhusUni/status/782899548436004864;Aarhus Universitet;@AarhusUni;Idealiserede mennesker som Gandhi og Mother Teresa giver os noget at stræbe efter. Jørn Borup #AarhusUni forklarer: http://bit.ly/2dK3jf4 pic.twitter.com/CeP3oWAD2K;0;0;1475492772
2. okt. 2016;https://twitter.com/VAMiddelboe/status/782876185273466880;Vibe Middelboe;@VAMiddelboe;Gloskærme? @KlausThestrup forsvarer iPads i børnehaven i @informeren #bhvchat #uddpol @TDMArts #aarhusuni https://www.information.dk/indland/2016/10/ipads-ungerne-boernehave-holde-sandkassen?utm_medium=social&utm_campaign=btn&utm_source=t.co&utm_content=tp …;2;3;1475487202
2. okt. 2016;https://twitter.com/AarhusUni/status/782869298645696513;Aarhus Universitet;@AarhusUni;The International Student Centre #Aarhusuni celebrates its 50th anniversary tomorrow @StudhusAarhus http://bit.ly/2dTf5mB  #yourniversity;2;0;1475485560
